"06/09/10",5,"staff1","proc","dev","worked on report"
"06/23/10",5,"staff1","proc","dev","worked on export to csv file"
"2010-06-24",5,"staff1","proc","dev","worked","on","export","to","csv","file",,,,,
"2010-06-25",5,"staff1","proc","dev","worked","on","exporting","to","csv"
"2010-06-27",6:50,"staff1","proc","dev","report","result","exporting","to","csv","part","done",,,,
"2010-07-01",5,"staff1","proc","dev","completed","css","of","dashboard","and","added","logs","to","all","the","controller"
"2010-06-30",5,"staff1","proc","dev","worked","on","css","of","dashboard"
,,,,,
"2011-04-06",5,"staff2","project_b","dev","database","and","application","development",,,,,,
"2011-04-07",6,"staff2","project_b","dev","coding","and","database","creation",,,,,,
"2011-04-08",7,"staff2","project_b","dev","coding","and","research","on","doctrine",,,,,
"2011-04-11",6,"staff2","project_b","dev","modular","approach","to","the","project",,,,,
"2011-05-18",1,"staff2","capacity","lea","css",,,,,,,,,

2011-02-27,5,staff_c,project_c,dev,research on module and fixed spider chart on local
211-03-01,1.5,staff_c,project_d,dev,editor role created and document for editor created
"6/9/2010",2,"staff_d","project_c","res","working on doc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6/9/2010",3,"staff_d","project_c","dev","worked on documentation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6/10/2010",5,"staff_d","project_d","dev","worked on the css of manager menu, views creation & css",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2011-03-08,4,""staff_e"",""project_f"",""dev"",""fixing";"issues""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2011-03-08,1.5,""staff_e"",""project_f"",""dev"",""fixing";"issues""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2011-03-09,0.5,""staff_e"",""project_f"",""dev"",""fixing";"issues""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2011-03-15,2,""staff_e"",""project_d"",""dev"",""fixing";"issues";0;"exploring";"payway";"payment";"option'""";;;;;;;;;;;;;;;;;;;;;;;;;;;
